DOB,Height,Name,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
13-Feb-94,176,Memphis Depay,10/15/2013,Tue,WCQ,First round,Away,W 2–0,nl Netherlands,tr Türkiye,N,,2,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-Feb-94,176,Memphis Depay,3/5/2014,Wed,Friendlies (M),Friendlies (M),Away,L 0–2,nl Netherlands,fr France,N,,19,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-Feb-94,176,Memphis Depay,5/17/2014,Sat,Friendlies (M),Friendlies (M),Home,D 1–1,nl Netherlands,ec Ecuador,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-Feb-94,176,Memphis Depay,6/18/2014,Wed,World Cup,Group stage,Neutral,W 3–2,nl Netherlands,au Australia,N,,46,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-Feb-94,176,Memphis Depay,6/23/2014,Mon,World Cup,Group stage,Neutral,W 2–0,nl Netherlands,cl Chile,N,,22,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-Feb-94,176,Memphis Depay,6/29/2014,Sun,World Cup,Round of 16,Neutral,W 2–1,nl Netherlands,mx Mexico,N,,35,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-Feb-94,176,Memphis Depay,7/5/2014,Sat,World Cup,Quarter-finals,Neutral,D 0 (4)–0 (3),nl Netherlands,cr Costa Rica,Y,,75,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-Feb-94,176,Memphis Depay,9/9/2014,Tue,UEFA Euro Qualifying,Group stage,Away,L 1–2,nl Netherlands,cz Czechia,Y,FW,90,0,0,0,0,2,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-Feb-94,176,Memphis Depay,11/12/2014,Wed,Friendlies (M),Friendlies (M),Home,L 2–3,nl Netherlands,mx Mexico,Y,FW,59,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-Feb-94,176,Memphis Depay,11/16/2014,Sun,UEFA Euro Qualifying,Group stage,Home,W 6–0,nl Netherlands,lv Latvia,N,,22,0,0,0,0,2,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
