DOB,Height,Name,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
23-Oct-92,189,Alvaro Morata,3/25/2021,Thu,WCQ,First round,Home,D 1–1,es Spain,gr Greece,Y,FW,90,1,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,3/28/2021,Sun,WCQ,First round,Away,W 2–1,es Spain,ge Georgia,Y,FW,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,3/31/2021,Wed,WCQ,First round,Home,W 3–1,es Spain,xk Kosovo,Y,FW,67,0,0,0,0,4,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,6/4/2021,Fri,Friendlies (M),Friendlies (M),Home,D 0–0,es Spain,pt Portugal,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,6/14/2021,Mon,UEFA Euro,Group stage,Neutral,D 0–0,es Spain,se Sweden,Y,FW,65,0,0,0,0,3,0,0,0,34,2,0,0,0.4,0.4,0,2,0,20,24,83.3,1,11,2,1,0,Match Report
23-Oct-92,189,Alvaro Morata,6/19/2021,Sat,UEFA Euro,Group stage,Neutral,D 1–1,es Spain,pl Poland,Y,FW,86,1,0,0,0,4,3,0,0,46,0,0,0,1.6,1.3,0,1,0,24,30,80,0,22,0,4,1,Match Report
23-Oct-92,189,Alvaro Morata,6/23/2021,Wed,UEFA Euro,Group stage,Neutral,W 5–0,es Spain,sk Slovakia,Y,FW,65,0,0,0,1,3,2,0,0,25,1,0,0,1,0.2,0,3,0,13,16,81.3,0,9,1,0,0,Match Report
23-Oct-92,189,Alvaro Morata,6/28/2021,Mon,UEFA Euro,Round of 16,Neutral,W 5–3,es Spain,hr Croatia,Y,FW,120,1,0,0,0,4,2,0,0,45,2,0,2,1,1,0.1,5,1,27,32,84.4,2,31,3,2,0,Match Report
23-Oct-92,189,Alvaro Morata,7/2/2021,Fri,UEFA Euro,Quarter-finals,Away,D 1 (3)–1 (1),es Spain,ch Switzerland,Y,FW,54,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,1,0,18,20,90,3,15,0,1,1,Match Report
23-Oct-92,189,Alvaro Morata,7/6/2021,Tue,UEFA Euro,Semi-finals,Away,D 1 (2)–1 (4),es Spain,it Italy,N,LW,59,1,0,0,0,2,1,0,0,25,1,1,2,0.6,0.6,0.1,3,1,8,16,50,1,15,4,1,1,Match Report
23-Oct-92,189,Alvaro Morata,9/2/2021,Thu,WCQ,First round,Away,L 1–2,es Spain,se Sweden,Y,FW,74,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,9/8/2021,Wed,WCQ,First round,Away,W 2–0,es Spain,xk Kosovo,Y,FW,71,0,1,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,11/11/2021,Thu,WCQ,First round,Away,W 1–0,es Spain,gr Greece,Y,FW,64,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,11/14/2021,Sun,WCQ,First round,Home,W 1–0,es Spain,se Sweden,N,,32,1,0,0,0,4,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,3/26/2022,Sat,Friendlies (M),Friendlies (M),Neutral,W 2–1,es Spain,al Albania,Y*,FW,71,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,3/29/2022,Tue,Friendlies (M),Friendlies (M),Neutral,W 5–0,es Spain,is Iceland,Y,FW,57,2,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,6/2/2022,Thu,UEFA Nations League,League A,Home,D 1–1,es Spain,pt Portugal,Y,FW,69,1,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,6/5/2022,Sun,UEFA Nations League,League A,Away,D 2–2,es Spain,cz Czechia,N,,30,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,6/9/2022,Thu,UEFA Nations League,League A,Away,W 1–0,es Spain,ch Switzerland,Y,FW,71,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,6/12/2022,Sun,UEFA Nations League,League A,Home,W 2–0,es Spain,cz Czechia,Y,FW,58,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,9/27/2022,Tue,UEFA Nations League,League A,Away,W 1–0,es Spain,pt Portugal,Y,FW,90,1,0,0,0,4,3,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,11/23/2022,Wed,World Cup,Group stage,Neutral,W 7–0,es Spain,cr Costa Rica,N,FW,34,1,1,0,0,2,1,0,0,14,0,0,0,0.2,0.2,0.1,2,2,7,9,77.8,2,11,2,2,1,Match Report
23-Oct-92,189,Alvaro Morata,11/27/2022,Sun,World Cup,Group stage,Neutral,D 1–1,es Spain,de Germany,N,FW,37,1,0,0,0,1,1,0,0,13,0,0,1,0.3,0.3,0,0,0,3,7,42.9,1,10,0,1,0,Match Report
23-Oct-92,189,Alvaro Morata,12/1/2022,Thu,World Cup,Group stage,Neutral,L 1–2,es Spain,jp Japan,Y,FW,56,1,0,0,0,3,3,0,0,19,1,0,0,0.6,0.6,0,0,0,12,16,75,0,11,0,0,0,Match Report
23-Oct-92,189,Alvaro Morata,12/6/2022,Tue,World Cup,Round of 16,Neutral,D 0 (0)–0 (3),es Spain,ma Morocco,N,FW,58,0,0,0,0,2,0,0,0,14,0,0,1,0.2,0.2,0.1,2,0,6,9,66.7,2,9,3,0,0,Match Report
23-Oct-92,189,Alvaro Morata,3/25/2023,Sat,UEFA Euro Qualifying,Group stage,Home,W 3–0,es Spain,no Norway,Y*,FW,80,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,6/15/2023,Thu,UEFA Nations League,Semi-finals,Neutral,W 2–1,es Spain,it Italy,Y,FW,83,0,0,0,0,7,3,1,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,6/18/2023,Sun,UEFA Nations League,Final,Neutral,D 0 (5)–0 (4),es Spain,hr Croatia,Y,FW,65,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,9/8/2023,Fri,UEFA Euro Qualifying,Group stage,Away,W 7–1,es Spain,ge Georgia,Y*,FW,71,3,0,0,0,5,3,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,9/12/2023,Tue,UEFA Euro Qualifying,Group stage,Home,W 6–0,es Spain,cy Cyprus,Y*,FW,45,0,0,0,0,4,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,10/12/2023,Thu,UEFA Euro Qualifying,Group stage,Home,W 2–0,es Spain,sct Scotland,Y*,FW,84,1,0,0,0,4,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,10/15/2023,Sun,UEFA Euro Qualifying,Group stage,Away,W 1–0,es Spain,no Norway,Y*,FW,88,0,0,0,0,2,1,1,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,11/19/2023,Sun,UEFA Euro Qualifying,Group stage,Home,W 3–1,es Spain,ge Georgia,Y*,FW,90,0,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,3/22/2024,Fri,Friendlies (M),Friendlies (M),Neutral,L 0–1,es Spain,co Colombia,N,,30,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
23-Oct-92,189,Alvaro Morata,3/26/2024,Tue,Friendlies (M),Friendlies (M),Home,D 3–3,es Spain,br Brazil,Y*,FW,80,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
