DOB,Height,Name,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
20-Jun-01,184,Gonçalo Ramos,11/17/2022,Thu,Friendlies (M),Friendlies (M),Neutral,W 4–0,pt Portugal,ng Nigeria,N,,24,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
20-Jun-01,184,Gonçalo Ramos,11/24/2022,Thu,World Cup,Group stage,Neutral,W 3–2,pt Portugal,gh Ghana,N,FW,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,7,85.7,1,5,0,0,0,Match Report
20-Jun-01,184,Gonçalo Ramos,11/28/2022,Mon,World Cup,Group stage,Neutral,W 2–0,pt Portugal,uy Uruguay,N,FW,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,5,100,0,3,1,0,0,Match Report
20-Jun-01,184,Gonçalo Ramos,12/6/2022,Tue,World Cup,Round of 16,Neutral,W 6–1,pt Portugal,ch Switzerland,Y,FW,72,3,1,0,0,6,5,0,0,26,0,0,0,1.4,1.4,0.4,2,1,7,10,70,2,12,0,1,0,Match Report
20-Jun-01,184,Gonçalo Ramos,12/10/2022,Sat,World Cup,Quarter-finals,Neutral,L 0–1,pt Portugal,ma Morocco,Y,"FW,AM",68,0,0,0,0,1,0,0,0,16,1,0,0,0.1,0.1,0,0,0,7,9,77.8,0,8,0,1,0,Match Report
20-Jun-01,184,Gonçalo Ramos,3/23/2023,Thu,UEFA Euro Qualifying,Group stage,Home,W 4–0,pt Portugal,li Liechtenstein,N,,13,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
20-Jun-01,184,Gonçalo Ramos,3/26/2023,Sun,UEFA Euro Qualifying,Group stage,Away,W 6–0,pt Portugal,lu Luxembourg,N,,27,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
20-Jun-01,184,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-01,184,Gonçalo Ramos,9/11/2023,Mon,UEFA Euro Qualifying,Group stage,Home,W 9–0,pt Portugal,lu Luxembourg,Y,FW,60,2,0,0,0,4,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
20-Jun-01,184,Gonçalo Ramos,10/13/2023,Fri,UEFA Euro Qualifying,Group stage,Home,W 3–2,pt Portugal,sk Slovakia,Y,FW,86,1,0,0,0,4,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
20-Jun-01,184,Gonçalo Ramos,11/16/2023,Thu,UEFA Euro Qualifying,Group stage,Away,W 2–0,pt Portugal,li Liechtenstein,Y,FW,90,0,0,0,0,3,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
20-Jun-01,184,Gonçalo Ramos,3/21/2024,Thu,Friendlies (M),Friendlies (M),Home,W 5–2,pt Portugal,se Sweden,Y,FW,62,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
