DOB,Height,Name,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
13-May-93,192,Romelu Lukaku,10/15/2013,Tue,WCQ,First round,Home,D 1–1,be Belgium,wls Wales,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,3/5/2014,Wed,Friendlies (M),Friendlies (M),Home,D 2–2,be Belgium,ci Côte d'Ivoire,N,,18,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,5/26/2014,Mon,Friendlies (M),Friendlies (M),Home,W 5–1,be Belgium,lu Luxembourg,Y,,60,3,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/1/2014,Sun,Friendlies (M),Friendlies (M),Away,W 2–0,be Belgium,se Sweden,Y,,73,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/7/2014,Sat,Friendlies (M),Friendlies (M),Home,W 1–0,be Belgium,tn Tunisia,N,,28,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/17/2014,Tue,World Cup,Group stage,Neutral,W 2–1,be Belgium,dz Algeria,Y,,57,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/22/2014,Sun,World Cup,Group stage,Neutral,W 1–0,be Belgium,ru Russia,Y,,56,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,Performance,,,,,,,,,,,,Expected,,,SCA,,Passes,,,,Carries,,Take-Ons,,
13-May-93,192,Romelu Lukaku,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
13-May-93,192,Romelu Lukaku,7/1/2014,Tue,World Cup,Round of 16,Neutral,W 2–1,be Belgium,us United States,N,,30,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,7/5/2014,Sat,World Cup,Quarter-finals,Neutral,L 0–1,be Belgium,ar Argentina,N,,32,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,10/10/2014,Fri,UEFA Euro Qualifying,Group stage,Home,W 6–0,be Belgium,ad Andorra,N,,25,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,10/13/2014,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,be Belgium,ba Bosnia & Herz'na,Y,FW,56,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,11/12/2014,Wed,Friendlies (M),Friendlies (M),Home,W 3–1,be Belgium,is Iceland,N,,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,6/7/2015,Sun,Friendlies (M),Friendlies (M),Away,W 4–3,be Belgium,fr France,N,,32,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/12/2015,Fri,UEFA Euro Qualifying,Group stage,Away,L 0–1,be Belgium,wls Wales,N,,45,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,9/3/2015,Thu,UEFA Euro Qualifying,Group stage,Home,W 3–1,be Belgium,ba Bosnia & Herz'na,Y,FW,81,0,0,0,0,5,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,10/13/2015,Tue,UEFA Euro Qualifying,Group stage,Home,W 3–1,be Belgium,il Israel,Y,FW,64,0,0,0,0,3,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,11/13/2015,Fri,Friendlies (M),Friendlies (M),Home,W 3–1,be Belgium,it Italy,Y,FW,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,3/29/2016,Tue,Friendlies (M),Friendlies (M),Away,L 1–2,be Belgium,pt Portugal,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,5/28/2016,Sat,Friendlies (M),Friendlies (M),Away,W 2–1,be Belgium,ch Switzerland,Y,FW,57,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/1/2016,Wed,Friendlies (M),Friendlies (M),Home,D 1–1,be Belgium,fi Finland,N,,12,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/5/2016,Sun,Friendlies (M),Friendlies (M),Home,W 3–2,be Belgium,no Norway,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/13/2016,Mon,UEFA Euro,Group stage,Neutral,L 0–2,be Belgium,it Italy,Y,FW,72,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/18/2016,Sat,UEFA Euro,Group stage,Neutral,W 3–0,be Belgium,ie Rep. of Ireland,Y,FW,82,2,0,0,0,2,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/22/2016,Wed,UEFA Euro,Group stage,Neutral,W 1–0,be Belgium,se Sweden,Y,FW,86,0,0,0,0,4,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/26/2016,Sun,UEFA Euro,Round of 16,Neutral,W 4–0,be Belgium,hu Hungary,Y,FW,75,0,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,7/1/2016,Fri,UEFA Euro,Quarter-finals,Neutral,L 1–3,be Belgium,wls Wales,Y,FW,82,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,9/1/2016,Thu,Friendlies (M),Friendlies (M),Home,L 0–2,be Belgium,es Spain,N,,24,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,Performance,,,,,,,,,,,,Expected,,,SCA,,Passes,,,,Carries,,Take-Ons,,
13-May-93,192,Romelu Lukaku,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
13-May-93,192,Romelu Lukaku,9/6/2016,Tue,WCQ,First round,Away,W 3–0,be Belgium,cy Cyprus,Y,FW,72,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,10/7/2016,Fri,WCQ,First round,Home,W 4–0,be Belgium,ba Bosnia & Herz'na,Y,FW,81,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,11/9/2016,Wed,Friendlies (M),Friendlies (M),Away,D 1–1,be Belgium,nl Netherlands,N,,27,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,11/13/2016,Sun,WCQ,First round,Home,W 8–1,be Belgium,ee Estonia,Y,FW,90,2,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,3/25/2017,Sat,WCQ,First round,Home,D 1–1,be Belgium,gr Greece,Y,FW,90,1,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,3/28/2017,Tue,Friendlies (M),Friendlies (M),Away,D 3–3,be Belgium,ru Russia,N,,14,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/5/2017,Mon,Friendlies (M),Friendlies (M),Home,W 2–1,be Belgium,cz Czechia,Y,FW,45,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/9/2017,Fri,WCQ,First round,Away,W 2–0,be Belgium,ee Estonia,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,8/31/2017,Thu,WCQ,First round,Home,W 9–0,be Belgium,gi Gibraltar,Y,FW,90,3,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,9/3/2017,Sun,WCQ,First round,Away,W 2–1,be Belgium,gr Greece,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,10/10/2017,Tue,WCQ,First round,Home,W 4–0,be Belgium,cy Cyprus,N,,25,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,11/10/2017,Fri,Friendlies (M),Friendlies (M),Home,D 3–3,be Belgium,mx Mexico,Y,FW,87,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,11/14/2017,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,be Belgium,jp Japan,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,3/27/2018,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,be Belgium,sa Saudi Arabia,Y,FW,78,2,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/2/2018,Sat,Friendlies (M),Friendlies (M),Home,D 0–0,be Belgium,pt Portugal,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/6/2018,Wed,Friendlies (M),Friendlies (M),Home,W 3–0,be Belgium,eg Egypt,Y,FW,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/11/2018,Mon,Friendlies (M),Friendlies (M),Home,W 4–1,be Belgium,cr Costa Rica,Y,FW,64,2,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/18/2018,Mon,World Cup,Group stage,Neutral,W 3–0,be Belgium,pa Panama,Y,FW,90,2,0,0,0,3,2,0,0,24,0,0,0,1.1,1.1,0,1,0,11,17,64.7,2,19,1,3,2,Match Report
13-May-93,192,Romelu Lukaku,6/23/2018,Sat,World Cup,Group stage,Neutral,W 5–2,be Belgium,tn Tunisia,Y,FW,58,2,0,0,0,2,2,0,0,26,1,0,0,0.7,0.7,0.5,2,0,14,19,73.7,1,18,2,0,0,Match Report
13-May-93,192,Romelu Lukaku,7/2/2018,Mon,World Cup,Round of 16,Neutral,W 3–2,be Belgium,jp Japan,Y,FW,90,0,0,0,0,6,1,0,0,30,0,0,0,1.2,1.2,0,4,0,16,21,76.2,0,22,1,1,1,Match Report
13-May-93,192,Romelu Lukaku,7/6/2018,Fri,World Cup,Quarter-finals,Neutral,W 2–1,be Belgium,br Brazil,Y,"RW,FW",86,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,3,2,8,13,61.5,2,18,3,3,2,Match Report
13-May-93,192,Romelu Lukaku,7/10/2018,Tue,World Cup,Semi-finals,Neutral,L 0–1,be Belgium,fr France,Y,FW,90,0,0,0,0,1,0,0,0,21,0,0,0,0.1,0.1,0,1,0,15,18,83.3,1,8,1,0,0,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,Performance,,,,,,,,,,,,Expected,,,SCA,,Passes,,,,Carries,,Take-Ons,,
13-May-93,192,Romelu Lukaku,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
13-May-93,192,Romelu Lukaku,7/14/2018,Sat,World Cup,Third-place match,Neutral,W 2–0,be Belgium,eng England,Y,FW,59,0,0,0,0,1,0,0,0,16,0,0,0,0.1,0.1,0,2,1,10,12,83.3,1,14,2,1,1,Match Report
13-May-93,192,Romelu Lukaku,9/7/2018,Fri,Friendlies (M),Friendlies (M),Away,W 4–0,be Belgium,sct Scotland,Y,FW,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,9/11/2018,Tue,UEFA Nations League,League A,Away,W 3–0,be Belgium,is Iceland,Y,FW,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,10/12/2018,Fri,UEFA Nations League,League A,Home,W 2–1,be Belgium,ch Switzerland,Y,FW,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,10/16/2018,Tue,Friendlies (M),Friendlies (M),Home,D 1–1,be Belgium,nl Netherlands,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,6/8/2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 3–0,be Belgium,kz Kazakhstan,Y,FW,71,1,0,0,0,4,3,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/11/2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 3–0,be Belgium,sct Scotland,Y,FW,90,2,0,0,0,7,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,9/9/2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 4–0,be Belgium,sct Scotland,Y,FW,90,1,1,0,0,4,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,10/10/2019,Thu,UEFA Euro Qualifying,Group stage,Home,W 9–0,be Belgium,sm San Marino,Y,FW,75,2,1,0,0,8,4,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,11/16/2019,Sat,UEFA Euro Qualifying,Group stage,Away,W 4–1,be Belgium,ru Russia,Y,FW,76,1,1,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,9/5/2020,Sat,UEFA Nations League,League A,Away,W 2–0,be Belgium,dk Denmark,Y,FW,90,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,10/11/2020,Sun,UEFA Nations League,League A,Away,L 1–2,be Belgium,eng England,Y,FW,90,1,0,1,1,4,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,10/14/2020,Wed,UEFA Nations League,League A,Away,W 2–1,be Belgium,is Iceland,Y*,FW,90,2,0,1,1,2,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,11/15/2020,Sun,UEFA Nations League,League A,Home,W 2–0,be Belgium,eng England,Y,FW,90,0,1,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,11/18/2020,Wed,UEFA Nations League,League A,Home,W 4–2,be Belgium,dk Denmark,Y,FW,90,2,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,3/24/2021,Wed,WCQ,First round,Home,W 3–1,be Belgium,wls Wales,Y,FW,90,1,0,1,1,4,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,3/27/2021,Sat,WCQ,First round,Away,D 1–1,be Belgium,cz Czechia,Y,FW,90,1,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/3/2021,Thu,Friendlies (M),Friendlies (M),Home,D 1–1,be Belgium,gr Greece,Y*,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,Performance,,,,,,,,,,,,Expected,,,SCA,,Passes,,,,Carries,,Take-Ons,,
13-May-93,192,Romelu Lukaku,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
13-May-93,192,Romelu Lukaku,6/6/2021,Sun,Friendlies (M),Friendlies (M),Home,W 1–0,be Belgium,hr Croatia,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/12/2021,Sat,UEFA Euro,Group stage,Neutral,W 3–0,be Belgium,ru Russia,Y,FW,90,2,0,0,0,3,2,0,0,31,2,0,0,0.7,0.7,0.1,1,0,14,17,82.4,1,24,2,4,1,Match Report
13-May-93,192,Romelu Lukaku,6/17/2021,Thu,UEFA Euro,Group stage,Neutral,W 2–1,be Belgium,dk Denmark,Y,FW,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,9,18,50,1,16,2,6,3,Match Report
13-May-93,192,Romelu Lukaku,6/21/2021,Mon,UEFA Euro,Group stage,Neutral,W 2–0,be Belgium,fi Finland,Y,FW,83,1,0,0,0,4,2,0,0,20,0,0,0,0.6,0.6,0.1,1,0,8,13,61.5,2,10,3,2,2,Match Report
13-May-93,192,Romelu Lukaku,6/27/2021,Sun,UEFA Euro,Round of 16,Neutral,W 1–0,be Belgium,pt Portugal,Y,FW,90,0,0,0,0,2,0,0,0,26,0,0,0,0.1,0.1,0,4,1,9,16,56.3,0,12,1,3,2,Match Report
13-May-93,192,Romelu Lukaku,7/2/2021,Fri,UEFA Euro,Quarter-finals,Home,L 1–2,be Belgium,it Italy,Y,FW,90,1,0,1,1,3,1,0,0,20,0,0,0,1.5,0.7,0,1,0,8,14,57.1,1,6,1,0,0,Match Report
13-May-93,192,Romelu Lukaku,9/2/2021,Thu,WCQ,First round,Away,W 5–2,be Belgium,ee Estonia,Y,FW,73,2,0,0,0,4,2,1,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,9/5/2021,Sun,WCQ,First round,Home,W 3–0,be Belgium,cz Czechia,Y,FW,80,1,1,0,0,6,4,1,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,10/7/2021,Thu,UEFA Nations League,Semi-finals,Neutral,L 2–3,be Belgium,fr France,Y,FW,90,1,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,6/3/2022,Fri,UEFA Nations League,League A,Home,L 1–4,be Belgium,nl Netherlands,Y,FW,25,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,11/27/2022,Sun,World Cup,Group stage,Neutral,L 0–2,be Belgium,ma Morocco,N,FW,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0,Match Report
13-May-93,192,Romelu Lukaku,12/1/2022,Thu,World Cup,Group stage,Neutral,D 0–0,be Belgium,hr Croatia,N,FW,45,0,0,0,0,5,2,0,0,14,0,0,0,1.7,1.7,0,1,0,5,8,62.5,0,8,1,1,1,Match Report
13-May-93,192,Romelu Lukaku,3/24/2023,Fri,UEFA Euro Qualifying,Group stage,Away,W 3–0,be Belgium,se Sweden,Y,FW,84,3,0,0,0,4,3,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,3/28/2023,Tue,Friendlies (M),Friendlies (M),Away,W 3–2,be Belgium,de Germany,Y,FW,67,1,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/17/2023,Sat,UEFA Euro Qualifying,Group stage,Home,D 1–1,be Belgium,at Austria,Y*,FW,90,1,0,0,0,6,1,1,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,6/20/2023,Tue,UEFA Euro Qualifying,Group stage,Away,W 3–0,be Belgium,ee Estonia,Y*,FW,68,2,0,0,0,3,3,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,9/9/2023,Sat,UEFA Euro Qualifying,Group stage,Away,W 1–0,be Belgium,az Azerbaijan,Y*,FW,65,0,0,0,0,3,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,9/12/2023,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–0,be Belgium,ee Estonia,Y*,FW,60,2,1,0,0,4,4,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,10/13/2023,Fri,UEFA Euro Qualifying,Group stage,Away,W 3–2,be Belgium,at Austria,Y*,FW,90,1,0,0,0,2,1,1,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,10/16/2023,Mon,UEFA Euro Qualifying,Group stage,Home,D 1–1,be Belgium,se Sweden,Y*,FW,90,1,0,1,1,3,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-93,192,Romelu Lukaku,11/19/2023,Sun,UEFA Euro Qualifying,Group stage,Home,W 5–0,be Belgium,az Azerbaijan,Y*,FW,45,4,0,0,0,4,4,0,0,,,0,,,,,,,,,,,,,,,Match Report
13-May-93,192,Romelu Lukaku,3/26/2024,Tue,Friendlies (M),Friendlies (M),Away,D 2–2,be Belgium,eng England,Y*,FW,82,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
