DOB,Height,Name,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
28-Jul-93,188,Harry Kane,6/16/2016,Thu,UEFA Euro,Group stage,Neutral,W 2–1,eng England,wls Wales,Y,FW,45,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/20/2016,Mon,UEFA Euro,Group stage,Neutral,D 0–0,eng England,sk Slovakia,N,,15,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/27/2016,Mon,UEFA Euro,Round of 16,Neutral,L 1–2,eng England,is Iceland,Y,FW,90,0,0,0,0,6,3,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/4/2016,Sun,WCQ,First round,Away,W 1–0,eng England,sk Slovakia,Y,FW,81,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-93,188,Harry Kane,,,,,,,,,,,,Performance,,,,,,,,,,,,Expected,,,SCA,,Passes,,,,Carries,,Take-Ons,,
28-Jul-93,188,Harry Kane,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
28-Jul-93,188,Harry Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-93,188,Harry Kane,6/10/2017,Sat,WCQ,First round,Away,D 2–2,eng England,sct Scotland,Y*,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/13/2017,Tue,Friendlies (M),Friendlies (M),Away,L 2–3,eng England,fr France,Y*,FW,90,2,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/1/2017,Fri,WCQ,First round,Away,W 4–0,eng England,mt Malta,Y,FW,90,2,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/4/2017,Mon,WCQ,First round,Home,W 2–1,eng England,sk Slovakia,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,10/5/2017,Thu,WCQ,First round,Home,W 1–0,eng England,si Slovenia,Y*,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,10/8/2017,Sun,WCQ,First round,Away,W 1–0,eng England,lt Lithuania,Y*,FW,90,1,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-93,188,Harry Kane,6/2/2018,Sat,Friendlies (M),Friendlies (M),Home,W 2–1,eng England,ng Nigeria,Y*,FW,72,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/18/2018,Mon,World Cup,Group stage,Neutral,W 2–1,eng England,tn Tunisia,Y*,FW,90,2,0,0,0,3,2,0,0,29,0,1,0,1,1,0,4,0,14,23,60.9,5,15,1,0,0,Match Report
28-Jul-93,188,Harry Kane,6/24/2018,Sun,World Cup,Group stage,Neutral,W 6–1,eng England,pa Panama,Y*,FW,62,3,0,2,2,1,1,0,0,18,0,1,0,1.6,0.1,0.6,1,0,10,13,76.9,2,9,0,0,0,Match Report
28-Jul-93,188,Harry Kane,7/3/2018,Tue,World Cup,Round of 16,Neutral,D 1 (4)–1 (3),eng England,co Colombia,Y*,FW,120,1,0,1,1,2,0,0,0,56,1,0,2,0.9,0.1,0,8,2,26,42,61.9,4,33,3,0,0,Match Report
28-Jul-93,188,Harry Kane,7/7/2018,Sat,World Cup,Quarter-finals,Neutral,W 2–0,eng England,se Sweden,Y*,FW,90,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,1,0,16,20,80,3,20,1,2,1,Match Report
28-Jul-93,188,Harry Kane,7/11/2018,Wed,World Cup,Semi-finals,Neutral,L 1–2,eng England,hr Croatia,Y*,FW,120,0,0,0,0,2,0,0,0,41,0,1,1,0.1,0.1,0.1,4,0,18,34,52.9,3,23,1,2,1,Match Report
28-Jul-93,188,Harry Kane,7/14/2018,Sat,World Cup,Third-place match,Neutral,L 0–2,eng England,be Belgium,Y*,FW,90,0,0,0,0,2,0,0,0,23,0,0,0,0.1,0.1,0,0,0,21,21,100,2,17,0,0,0,Match Report
28-Jul-93,188,Harry Kane,9/8/2018,Sat,UEFA Nations League,League A,Home,L 1–2,eng England,es Spain,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/11/2018,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,ch Switzerland,N,,30,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,,,,,,,,,,,,Performance,,,,,,,,,,,,Expected,,,SCA,,Passes,,,,Carries,,Take-Ons,,
28-Jul-93,188,Harry Kane,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
28-Jul-93,188,Harry Kane,10/12/2018,Fri,UEFA Nations League,League A,Away,D 0–0,eng England,hr Croatia,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,10/15/2018,Mon,UEFA Nations League,League A,Away,W 3–2,eng England,es Spain,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,11/18/2018,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,hr Croatia,Y*,FW,90,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,3/22/2019,Fri,UEFA Euro Qualifying,Group stage,Home,W 5–0,eng England,cz Czechia,Y*,FW,90,1,0,1,1,3,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,3/25/2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 5–1,eng England,me Montenegro,Y*,FW,82,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/6/2019,Thu,UEFA Nations League,Semi-finals,Neutral,L 1–3,eng England,nl Netherlands,N,,75,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/9/2019,Sun,UEFA Nations League,Third-place match,Neutral,D 0 (6)–0 (5),eng England,ch Switzerland,Y*,FW,74,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/7/2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y*,FW,76,3,1,2,2,5,4,0,0,,,2,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/10/2019,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,Y*,FW,90,1,0,0,1,2,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,10/11/2019,Fri,UEFA Euro Qualifying,Group stage,Away,L 1–2,eng England,cz Czechia,Y*,FW,90,1,0,1,1,4,3,0,0,,,1,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,10/14/2019,Mon,UEFA Euro Qualifying,Group stage,Away,W 6–0,eng England,bg Bulgaria,Y*,FW,90,1,3,0,0,4,3,0,0,,,2,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,11/14/2019,Thu,UEFA Euro Qualifying,Group stage,Home,W 7–0,eng England,me Montenegro,Y*,FW,56,3,0,0,0,6,4,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,11/17/2019,Sun,UEFA Euro Qualifying,Group stage,Away,W 4–0,eng England,xk Kosovo,Y*,FW,90,1,1,0,0,5,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/5/2020,Sat,UEFA Nations League,League A,Away,W 1–0,eng England,is Iceland,Y*,FW,77,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/8/2020,Tue,UEFA Nations League,League A,Away,D 0–0,eng England,dk Denmark,Y*,FW,90,0,0,0,0,4,1,0,0,,,1,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-93,188,Harry Kane,10/11/2020,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,be Belgium,N,,26,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,10/14/2020,Wed,UEFA Nations League,League A,Home,L 0–1,eng England,dk Denmark,Y*,FW,90,0,0,0,0,5,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,,,,,,,,,,,,Performance,,,,,,,,,,,,Expected,,,SCA,,Passes,,,,Carries,,Take-Ons,,
28-Jul-93,188,Harry Kane,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
28-Jul-93,188,Harry Kane,11/15/2020,Sun,UEFA Nations League,League A,Away,L 0–2,eng England,be Belgium,Y*,FW,90,0,0,0,0,7,3,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,11/18/2020,Wed,UEFA Nations League,League A,Home,W 4–0,eng England,is Iceland,Y*,FW,75,0,0,0,0,5,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,3/28/2021,Sun,WCQ,First round,Away,W 2–0,eng England,al Albania,Y*,FW,90,1,1,0,0,5,1,1,0,,,2,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,3/31/2021,Wed,WCQ,First round,Home,W 2–1,eng England,pl Poland,Y*,FW,88,1,0,1,1,2,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/2/2021,Wed,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,at Austria,Y*,FW,60,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/13/2021,Sun,UEFA Euro,Group stage,Neutral,W 1–0,eng England,hr Croatia,Y*,FW,81,0,0,0,0,1,0,0,0,21,2,1,0,0.7,0.7,0,0,0,10,16,62.5,2,11,0,1,0,Match Report
28-Jul-93,188,Harry Kane,6/18/2021,Fri,UEFA Euro,Group stage,Neutral,D 0–0,eng England,sct Scotland,Y*,FW,73,0,0,0,0,2,0,0,0,17,0,0,0,0.3,0.3,0.1,2,0,8,12,66.7,0,16,5,1,1,Match Report
28-Jul-93,188,Harry Kane,6/22/2021,Tue,UEFA Euro,Group stage,Neutral,W 1–0,eng England,cz Czechia,Y*,FW,90,0,0,0,0,2,1,0,0,43,0,1,2,0.4,0.4,0,3,1,20,35,57.1,2,26,2,2,1,Match Report
28-Jul-93,188,Harry Kane,6/29/2021,Tue,UEFA Euro,Round of 16,Neutral,W 2–0,eng England,de Germany,Y*,FW,90,1,0,0,0,1,1,0,0,27,0,0,0,0.5,0.5,0,0,0,15,20,75,1,14,0,1,1,Match Report
28-Jul-93,188,Harry Kane,7/3/2021,Sat,UEFA Euro,Quarter-finals,Away,W 4–0,eng England,ua Ukraine,Y*,FW,72,2,0,0,0,4,3,0,0,29,0,1,2,1.1,1.1,0.1,3,2,16,19,84.2,1,17,0,2,1,Match Report
28-Jul-93,188,Harry Kane,7/7/2021,Wed,UEFA Euro,Semi-finals,Home,W 2–1,eng England,dk Denmark,Y*,FW,120,1,0,0,1,3,2,0,0,53,0,0,1,1,0.1,0.7,7,1,33,40,82.5,5,35,6,2,1,Match Report
28-Jul-93,188,Harry Kane,7/11/2021,Sun,UEFA Euro,Final,Neutral,D 1 (2)–1 (3),eng England,it Italy,Y*,FW,120,0,0,0,0,0,0,0,0,34,0,0,1,0,0,0,1,1,14,26,53.8,4,20,1,5,3,Match Report
28-Jul-93,188,Harry Kane,9/2/2021,Thu,WCQ,First round,Away,W 4–0,eng England,hu Hungary,Y*,FW,90,1,0,0,0,5,4,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/5/2021,Sun,WCQ,First round,Home,W 4–0,eng England,ad Andorra,N,,29,1,0,1,1,2,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/8/2021,Wed,WCQ,First round,Away,D 1–1,eng England,pl Poland,Y*,FW,90,1,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,10/12/2021,Tue,WCQ,First round,Home,D 1–1,eng England,hu Hungary,Y*,FW,75,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,11/12/2021,Fri,WCQ,First round,Home,W 5–0,eng England,al Albania,Y*,FW,62,3,1,0,0,8,4,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,,,,,,,,,,,,Performance,,,,,,,,,,,,Expected,,,SCA,,Passes,,,,Carries,,Take-Ons,,
28-Jul-93,188,Harry Kane,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
28-Jul-93,188,Harry Kane,11/15/2021,Mon,WCQ,First round,Away,W 10–0,eng England,sm San Marino,Y*,FW,61,4,0,2,2,7,4,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,3/26/2022,Sat,Friendlies (M),Friendlies (M),Neutral,W 2–1,eng England,ch Switzerland,Y*,FW,88,1,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,3/29/2022,Tue,Friendlies (M),Friendlies (M),Neutral,W 3–0,eng England,ci Côte d'Ivoire,N,,29,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/4/2022,Sat,UEFA Nations League,League A,Away,L 0–1,eng England,hu Hungary,Y*,FW,90,0,0,0,0,3,1,0,0,,,1,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/7/2022,Tue,UEFA Nations League,League A,Away,D 1–1,eng England,de Germany,Y*,FW,90,1,0,0,0,5,3,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/11/2022,Sat,UEFA Nations League,League A,Home,D 0–0,eng England,it Italy,N,,26,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/14/2022,Tue,UEFA Nations League,League A,Home,L 0–4,eng England,hu Hungary,Y*,FW,90,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/23/2022,Fri,UEFA Nations League,League A,Away,L 0–1,eng England,it Italy,Y*,FW,90,0,0,0,0,5,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/26/2022,Mon,UEFA Nations League,League A,Home,D 3–3,eng England,de Germany,Y*,FW,90,1,0,1,1,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,11/21/2022,Mon,World Cup,Group stage,Neutral,W 6–2,eng England,ir IR Iran,Y*,FW,75,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0.7,4,2,10,16,62.5,2,13,1,2,1,Match Report
28-Jul-93,188,Harry Kane,11/25/2022,Fri,World Cup,Group stage,Neutral,D 0–0,eng England,us United States,Y*,FW,90,0,0,0,0,2,0,0,0,36,2,0,0,0.3,0.3,0,1,0,16,24,66.7,5,24,3,3,1,Match Report
28-Jul-93,188,Harry Kane,11/29/2022,Tue,World Cup,Group stage,Neutral,W 3–0,eng England,wls Wales,Y*,FW,57,0,1,0,0,2,0,0,0,17,0,0,0,0.1,0.1,0.7,2,0,6,10,60,2,14,1,0,0,Match Report
28-Jul-93,188,Harry Kane,12/4/2022,Sun,World Cup,Round of 16,Neutral,W 3–0,eng England,sn Senegal,Y*,FW,90,1,0,0,0,3,2,0,0,38,0,0,2,0.4,0.4,0,2,1,17,25,68,7,30,1,3,2,Match Report
28-Jul-93,188,Harry Kane,12/10/2022,Sat,World Cup,Quarter-finals,Neutral,L 1–2,eng England,fr France,Y*,FW,90,1,0,1,2,3,3,0,0,34,0,0,0,1.8,0.2,0,1,0,13,23,56.5,2,18,1,0,0,Match Report
28-Jul-93,188,Harry Kane,3/23/2023,Thu,UEFA Euro Qualifying,Group stage,Away,W 2–1,eng England,it Italy,Y*,FW,90,1,0,1,1,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,3/26/2023,Sun,UEFA Euro Qualifying,Group stage,Home,W 2–0,eng England,ua Ukraine,Y*,FW,80,1,0,0,0,4,3,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/16/2023,Fri,UEFA Euro Qualifying,Group stage,Away,W 4–0,eng England,mt Malta,Y*,FW,59,1,0,1,1,3,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,6/19/2023,Mon,UEFA Euro Qualifying,Group stage,Home,W 7–0,eng England,mk N. Macedonia,Y*,FW,73,2,1,1,1,2,2,0,0,,,1,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/9/2023,Sat,UEFA Euro Qualifying,Group stage,Away,D 1–1,eng England,ua Ukraine,Y*,FW,90,0,1,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,9/12/2023,Tue,Friendlies (M),Friendlies (M),Away,W 3–1,eng England,sct Scotland,Y*,FW,83,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,10/17/2023,Tue,UEFA Euro Qualifying,Group stage,Home,W 3–1,eng England,it Italy,Y*,FW,90,2,0,1,1,2,2,0,0,,,1,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,11/17/2023,Fri,UEFA Euro Qualifying,Group stage,Home,W 2–0,eng England,mt Malta,Y*,FW,90,1,0,0,0,1,1,1,0,,,1,,,,,,,,,,,,,,,Match Report
28-Jul-93,188,Harry Kane,11/20/2023,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,eng England,mk N. Macedonia,N,,33,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
